target,tf,mor
FGGY,BATF,1
GSAP,BATF,1
IER5,BATF,1
IKZF1,BATF,1
IKZF3,BATF,1
IL1R1,BATF,1
IL1R2,BATF,1
KCNMA1,BATF,1
LAMC1,BATF,1
LAPTM5,BATF,1
MAP3K5,BATF,1
NABP1,BATF,1
NCOA1,BATF,1
NEK6,BATF,1
NFKB1,BATF,1
NRCAM,BATF,1
PIK3AP1,BATF,1
PIK3R5,BATF,1
PITPNC1,BATF,1
PRKCB,BATF,1
PRKCH,BATF,1
PTPN2,BATF,1
RABGAP1L,BATF,1
RAPGEF1,BATF,1
RBM47,BATF,1
RHOH,BATF,1
RIN3,BATF,1
RUNX1,BATF,1
SAMSN1,BATF,1
SLAMF1,BATF,1
ST3GAL1,BATF,1
ST6GAL1,BATF,1
ST7,BATF,1
STK10,BATF,1
TBXAS1,BATF,1
TRIM2,BATF,1
VOPP1,BATF,1
AMPD3,BCL11A,1
CACNA1E,BCL11A,1
CCDC88C,BCL11A,1
CDYL,BCL11A,1
CNTNAP2,BCL11A,1
DTNB,BCL11A,1
ELMO1,BCL11A,1
EPHB1,BCL11A,1
ETV6,BCL11A,1
GDI2,BCL11A,1
GPR15,BCL11A,1
IGF1R,BCL11A,1
JARID2,BCL11A,1
KDM2B,BCL11A,1
KLHL6,BCL11A,1
LCP1,BCL11A,1
MAP3K8,BCL11A,1
NFIC,BCL11A,1
OBSCN,BCL11A,1
PARP15,BCL11A,1
PAX5,BCL11A,1
PDE1C,BCL11A,1
PIK3AP1,BCL11A,1
PPP2R5C,BCL11A,1
PRKCB,BCL11A,1
RUNX3,BCL11A,1
SLC12A8,BCL11A,1
SORL1,BCL11A,1
SP140,BCL11A,1
SYNE2,BCL11A,1
TBC1D4,BCL11A,1
TLE4,BCL11A,1
TRAK1,BCL11A,1
ZMIZ1,BCL11A,1
ZMYND8,BCL11A,1
ZNF365,BCL11A,1
MYB,BCL3,1
ARPC1B,BCL3,1
BHLHE40,BCL3,1
CARHSP1,BCL3,1
CCR7,BCL3,1
CIC,BCL3,1
CMIP,BCL3,1
CSNK1D,BCL3,1
ELF3,BCL3,1
EPHA2,BCL3,1
ETV6,BCL3,1
GNB2,BCL3,1
GPR3,BCL3,1
GRAMD1A,BCL3,1
IGFBP4,BCL3,1
IRF1,BCL3,1
ITGA3,BCL3,1
LDLR,BCL3,1
LITAF,BCL3,1
LPCAT1,BCL3,1
MAP3K14,BCL3,1
MAP3K8,BCL3,1
MIDN,BCL3,1
NCOA7,BCL3,1
NTMT1,BCL3,1
PRR7,BCL3,1
PTBP1,BCL3,1
PTMA,BCL3,1
RARA,BCL3,1
RUNX1,BCL3,1
SBNO2,BCL3,1
SEMA4B,BCL3,1
SLAMF1,BCL3,1
SLC7A5,BCL3,1
STAT3,BCL3,1
TGIF1,BCL3,1
TNFRSF1A,BCL3,1
TNS4,BCL3,1
TTYH3,BCL3,1
VASP,BCL3,1
VMP1,BCL3,1
CCND2,BCL6,-1
HDAC7,BCL6,-1
IRF4,BCL6,-1
LITAF,BCL6,-1
PRDM1,BCL6,-1
FOXO3,BCL6,-1
AHRR,BCL6,-1
ANK3,BCL6,-1
ARHGAP26,BCL6,-1
ARID5B,BCL6,-1
BRD4,BCL6,-1
CABIN1,BCL6,-1
CBFA2T3,BCL6,-1
CCND3,BCL6,-1
CFLAR,BCL6,-1
DENND3,BCL6,-1
DUSP22,BCL6,-1
GFOD1,BCL6,-1
GMDS,BCL6,-1
GPCPD1,BCL6,-1
HDAC4,BCL6,-1
IL4R,BCL6,-1
JADE1,BCL6,-1
LDLR,BCL6,-1
LPP,BCL6,-1
MAP3K8,BCL6,-1
MAPKAPK3,BCL6,-1
NCOA7,BCL6,-1
OSBPL10,BCL6,-1
PLCG2,BCL6,-1
RHOQ,BCL6,-1
RNF213,BCL6,-1
SEMA4B,BCL6,-1
SLA,BCL6,-1
ST3GAL1,BCL6,-1
SYNE2,BCL6,-1
SYPL1,BCL6,-1
TCF3,BCL6,-1
TLE3,BCL6,-1
TNK2,BCL6,-1
TNS3,BCL6,-1
TPM4,BCL6,-1
TSSC1,BCL6,-1
UBALD2,BCL6,-1
UMODL1,BCL6,-1
ZFAT,BCL6,-1
ADAM33,BHLHE22,-1
ADGRA2,BHLHE22,-1
AEBP1,BHLHE22,-1
ALDH1A2,BHLHE22,-1
AP3D1,BHLHE22,-1
ARSB,BHLHE22,-1
BAZ2A,BHLHE22,-1
CDYL,BHLHE22,-1
ELF4,BHLHE22,-1
GAS7,BHLHE22,-1
IGF1R,BHLHE22,-1
KCNN3,BHLHE22,-1
LSP1,BHLHE22,-1
MYLK,BHLHE22,-1
PACS1,BHLHE22,-1
PCDHGC3,BHLHE22,-1
PLCL2,BHLHE22,-1
PTPRJ,BHLHE22,-1
SH3KBP1,BHLHE22,-1
SPON2,BHLHE22,-1
SYNE2,BHLHE22,-1
NR4A1,BHLHE40,-1
ABCC1,BHLHE40,-1
ACAP3,BHLHE40,-1
ACTB,BHLHE40,-1
ANKRD11,BHLHE40,-1
ARHGEF3,BHLHE40,-1
BCL3,BHLHE40,-1
BCOR,BHLHE40,-1
CCDC57,BHLHE40,-1
CD83,BHLHE40,-1
CDKN1A,BHLHE40,-1
CREB5,BHLHE40,-1
CSK,BHLHE40,-1
CTTN,BHLHE40,-1
CUX1,BHLHE40,-1
DLGAP1,BHLHE40,-1
EGLN3,BHLHE40,-1
ELMSAN1,BHLHE40,-1
FKBP5,BHLHE40,-1
FLNB,BHLHE40,-1
GDF15,BHLHE40,-1
GFOD1,BHLHE40,-1
GNA12,BHLHE40,-1
HES1,BHLHE40,-1
ID2,BHLHE40,-1
IRF2BP2,BHLHE40,-1
JMJD1C,BHLHE40,-1
LDLR,BHLHE40,-1
MAP2K3,BHLHE40,-1
MICAL3,BHLHE40,-1
NEMP1,BHLHE40,-1
NR1D1,BHLHE40,-1
PARVB,BHLHE40,-1
PFKFB3,BHLHE40,-1
PIM1,BHLHE40,-1
PLEC,BHLHE40,-1
RALGDS,BHLHE40,-1
RARA,BHLHE40,-1
RASSF5,BHLHE40,-1
RGS9,BHLHE40,-1
SEMA4B,BHLHE40,-1
SH3BP2,BHLHE40,-1
SLC16A3,BHLHE40,-1
SLC37A1,BHLHE40,-1
SLC7A5,BHLHE40,-1
SMAD7,BHLHE40,-1
SNAP47,BHLHE40,-1
SRC,BHLHE40,-1
SRCIN1,BHLHE40,-1
SUB1,BHLHE40,-1
SYNJ2,BHLHE40,-1
TLE3,BHLHE40,-1
TNFSF9,BHLHE40,-1
TRAPPC9,BHLHE40,-1
UBE2D3,BHLHE40,-1
VGLL4,BHLHE40,-1
XXYLT1,BHLHE40,-1
ZFP36L1,BHLHE40,-1
ADA,CDX1,1
DSC2,CDX1,1
PPARG,CDX1,1
CLDN2,CDX1,1
IRF2BP2,CDX1,1
KRT20,CDX1,1
PCNA,CDX1,1
POSTN,CDX1,1
PTGS2,CDX1,1
TBP,CDX1,1
ABCB1,CDX2,1
AXIN2,CDX2,1
CDH17,CDX2,1
CFTR,CDX2,1
DSC2,CDX2,1
GUCY2C,CDX2,1
KLF4,CDX2,1
LCT,CDX2,1
MEP1A,CDX2,1
MUC2,CDX2,1
REG4,CDX2,1
SI,CDX2,1
SLC15A1,CDX2,1
SLC9A2,CDX2,1
SLC9A3,CDX2,1
UGT1A10,CDX2,1
UGT1A8,CDX2,1
ABCB1,CEBPA,1
ABCC1,CEBPA,1
ACACA,CEBPA,1
ACACB,CEBPA,1
ACE,CEBPA,1
ADH1B,CEBPA,1
AEBP1,CEBPA,1
AFP,CEBPA,1
AGT,CEBPA,1
AGXT,CEBPA,1
ALB,CEBPA,1
ALOX5AP,CEBPA,1
APBB1IP,CEBPA,1
APOA1,CEBPA,1
APOB,CEBPA,1
APOC3,CEBPA,1
BCL2,CEBPA,1
C8orf76,CEBPA,1
CCNB1,CEBPA,1
CCND1,CEBPA,1
CCNE1,CEBPA,1
CDH13,CEBPA,1
CDK2,CEBPA,1
CDKN1A,CEBPA,1
CES1,CEBPA,1
CETP,CEBPA,1
CFTR,CEBPA,1
COMT,CEBPA,1
CPS1,CEBPA,1
CREB1,CEBPA,1
CRMP1,CEBPA,1
CSF1,CEBPA,1
CSF3R,CEBPA,1
CSN2,CEBPA,1
CSRP1,CEBPA,1
CXCR2,CEBPA,1
CYP3A4,CEBPA,1
CYP3A7,CEBPA,1
DEFA3,CEBPA,1
E2F2,CEBPA,1
E2F3,CEBPA,1
EDN1,CEBPA,1
EHHADH,CEBPA,1
ELANE,CEBPA,1
ELN,CEBPA,1
ENPP3,CEBPA,1
EPO,CEBPA,1
EPX,CEBPA,1
F3,CEBPA,1
F9,CEBPA,1
FAS,CEBPA,1
FASN,CEBPA,1
FGA,CEBPA,1
FGL2,CEBPA,1
FN1,CEBPA,1
FOXA2,CEBPA,1
GADD45A,CEBPA,1
GAPDH,CEBPA,1
GDNF,CEBPA,1
GLS2,CEBPA,1
GPX4,CEBPA,1
GSK3A,CEBPA,1
GSK3B,CEBPA,1
GUCY2C,CEBPA,1
HAMP,CEBPA,1
HMGB1,CEBPA,1
HNF4A,CEBPA,1
HOMER3,CEBPA,1
HP,CEBPA,1
HPX,CEBPA,1
HSD17B11,CEBPA,1
HSPA4,CEBPA,1
ICAM1,CEBPA,1
ID1,CEBPA,1
IGF1,CEBPA,1
IGF2,CEBPA,1
IGFBP1,CEBPA,1
IL10,CEBPA,1
IL12B,CEBPA,1
IL1A,CEBPA,1
IL3,CEBPA,1
IL4,CEBPA,1
IL5,CEBPA,1
IL6,CEBPA,1
INSR,CEBPA,1
IRS1,CEBPA,1
ITGA2,CEBPA,1
ITGAL,CEBPA,1
ITGAX,CEBPA,1
ITGB2,CEBPA,1
KAT7,CEBPA,1
KCNH8,CEBPA,1
KCNMA1,CEBPA,1
LBP,CEBPA,1
LDLR,CEBPA,1
LEP,CEBPA,1
LIPC,CEBPA,1
LTF,CEBPA,1
MAD1L1,CEBPA,1
MAT2A,CEBPA,1
MME,CEBPA,1
MMP11,CEBPA,1
MSR1,CEBPA,1
MYBL1,CEBPA,1
MYC,CEBPA,-1
NFYA,CEBPA,1
NFYC,CEBPA,1
NR5A1,CEBPA,1
PCK1,CEBPA,1
PCK2,CEBPA,1
PCNA,CEBPA,1
PER2,CEBPA,1
PPARG,CEBPA,1
PTGS2,CEBPA,1
RB1,CEBPA,1
RNASE2,CEBPA,1
S100A9,CEBPA,1
SAA1,CEBPA,1
SCD,CEBPA,1
SERPINC1,CEBPA,1
SFTPD,CEBPA,1
SLC10A1,CEBPA,1
SLC9A1,CEBPA,1
SMYD2,CEBPA,1
SOCS3,CEBPA,1
SOD1,CEBPA,1
SP1,CEBPA,1
SPI1,CEBPA,1
SPP1,CEBPA,1
SREBF1,CEBPA,1
SREBF2,CEBPA,1
STAR,CEBPA,1
STAT3,CEBPA,1
TF,CEBPA,1
THOC1,CEBPA,1
TIMP2,CEBPA,1
TK1,CEBPA,1
TNFAIP3,CEBPA,1
TNFRSF1A,CEBPA,1
TOP2A,CEBPA,1
TSC22D3,CEBPA,1
UBE2L3,CEBPA,1
UHRF1,CEBPA,1
VLDLR,CEBPA,1
XDH,CEBPA,1
ABCB1,CEBPB,1
ADM,CEBPB,1
ALB,CEBPB,1
ASNS,CEBPB,1
BCL2L1,CEBPB,1
CDKN1A,CEBPB,1
CRP,CEBPB,1
CSF3R,CEBPB,1
CSH2,CEBPB,1
CSRP1,CEBPB,1
CXCL8,CEBPB,1
CYP19A1,CEBPB,-1
F8,CEBPB,1
FASLG,CEBPB,1
FOS,CEBPB,1
FURIN,CEBPB,1
GADD45G,CEBPB,1
GFER,CEBPB,-1
HP,CEBPB,1
IGF2,CEBPB,1
IL10,CEBPB,1
IL12B,CEBPB,1
IL1B,CEBPB,1
IL24,CEBPB,1
IL3,CEBPB,1
IL4,CEBPB,1
IL5,CEBPB,1
IL6,CEBPB,1
IL8,CEBPB,1
INSR,CEBPB,1
PRL,CEBPB,1
PTGS2,CEBPB,1
S100A9,CEBPB,1
SAA1,CEBPB,1
SAA2,CEBPB,1
SFTPD,CEBPB,1
SLC10A1,CEBPB,1
SLC19A1,CEBPB,1
STAR,CEBPB,1
TNF,CEBPB,1
TNFAIP6,CEBPB,1
TOP1,CEBPB,1
XBP1,CEBPB,1
ALOX5AP,CEBPD,1
C3,CEBPD,1
CFTR,CEBPD,1
CYP19A1,CEBPD,-1
GADD45G,CEBPD,1
GAPDH,CEBPD,1
POU5F1,CEBPD,1
PTGS2,CEBPD,1
TNF,CEBPD,1
CCND1,CEBPD,1
GRAMD1A,CEBPD,1
IL6,CEBPD,1
NFIL3,CEBPD,1
TF,CEBPD,1
CTSG,CEBPE,1
GATA1,CEBPE,-1
LTF,CEBPE,1
MYC,CEBPE,-1
SPI1,CEBPE,-1
MMP2,CEBPE,1
ALOX5AP,CEBPE,1
APOB,CEBPE,1
G6PC,CEBPE,1
GPX4,CEBPE,1
MPO,CEBPE,1
MYB,CEBPE,1
NOL3,CEBPE,1
PRG2,CEBPE,-1
PROC,CEBPE,1
SFTPD,CEBPG,1
AIG1,CEBPG,1
ARHGAP25,CEBPG,1
ATP2A2,CEBPG,1
BRD4,CEBPG,1
CECR2,CEBPG,1
CHN2,CEBPG,1
CLIP1,CEBPG,1
CPQ,CEBPG,1
CREB5,CEBPG,1
CRYZL1,CEBPG,1
CYP19A1,CEBPG,1
DPYSL2,CEBPG,1
DST,CEBPG,1
EDEM1,CEBPG,1
ELMSAN1,CEBPG,1
EPAS1,CEBPG,1
EPS15,CEBPG,1
FGGY,CEBPG,1
FRYL,CEBPG,1
FYN,CEBPG,1
GRHL2,CEBPG,1
HDAC9,CEBPG,1
HK1,CEBPG,1
LIPC,CEBPG,1
MAP4,CEBPG,1
MICAL2,CEBPG,1
MTHFD1L,CEBPG,1
NFIB,CEBPG,1
NFIL3,CEBPG,1
PHF3,CEBPG,1
PIK3R1,CEBPG,1
PTP4A2,CEBPG,1
ROCK2,CEBPG,1
RP1,CEBPG,1
RTN4,CEBPG,1
SLC38A1,CEBPG,1
SLC9A1,CEBPG,1
SOX6,CEBPG,1
TBC1D31,CEBPG,1
TCF4,CEBPG,1
TRIB1,CEBPG,1
TRIB3,CEBPG,1
VAV3,CEBPG,1
WDR64,CEBPG,1
BHLHE40,CLOCK,1
BHLHE41,CLOCK,1
CRY1,CLOCK,1
CRY2,CLOCK,1
NR1D2,CLOCK,1
PER1,CLOCK,1
PER2,CLOCK,1
PER3,CLOCK,1
ACOXL,CLOCK,1
ATP9B,CLOCK,1
CDH22,CLOCK,1
CDH23,CLOCK,1
CELSR1,CLOCK,1
CHCHD6,CLOCK,1
CMIP,CLOCK,1
COL6A1,CLOCK,1
CORO2B,CLOCK,1
CREB5,CLOCK,1
DENND3,CLOCK,1
DLGAP1,CLOCK,1
DNAAF5,CLOCK,1
FAM91A1,CLOCK,1
GAS7,CLOCK,1
GET4,CLOCK,1
GLI3,CLOCK,1
INPP5A,CLOCK,1
IQSEC1,CLOCK,1
ITGB2,CLOCK,1
KIAA1462,CLOCK,1
LARP1,CLOCK,1
MAGI1,CLOCK,1
MICAL2,CLOCK,1
PKD1L1,CLOCK,1
PPFIA1,CLOCK,1
PREX1,CLOCK,1
PRKAG2,CLOCK,1
PTK2,CLOCK,1
RBFOX1,CLOCK,1
RGS12,CLOCK,1
RGS6,CLOCK,1
SEC14L1,CLOCK,1
SIPA1L1,CLOCK,1
SMOC2,CLOCK,1
SPTBN4,CLOCK,1
TIAM1,CLOCK,1
TNS1,CLOCK,1
TNS3,CLOCK,1
TRAPPC9,CLOCK,1
WDR66,CLOCK,1
ZDHHC14,CLOCK,1
ZNF331,CLOCK,1
ADRA1A,CREB1,1
AQP2,CREB1,1
AQP3,CREB1,1
BCL2,CREB1,1
BDKRB1,CREB1,1
BDNF,CREB1,1
CCL5,CREB1,1
CCND1,CREB1,1
CD4,CREB1,1
CDK11A,CREB1,1
CGA,CREB1,1
CIITA,CREB1,1
CPT1A,CREB1,1
CXCR4,CREB1,1
CYP11A1,CREB1,1
CYP11B1,CREB1,1
CYP11B2,CREB1,1
CYP17A1,CREB1,1
CYP19A1,CREB1,1
DBH,CREB1,1
DIO2,CREB1,1
EGR1,CREB1,1
ERBB2,CREB1,1
ETV3,CREB1,1
FLT1,CREB1,1
FN1,CREB1,1
FOS,CREB1,1
G6PC,CREB1,1
HLA-DOB,CREB1,1
HLA-DQB1,CREB1,1
HLA-DRA,CREB1,1
HMOX1,CREB1,-1
HPGD,CREB1,1
IFNG,CREB1,1
IL10,CREB1,1
IL2,CREB1,1
IL5RA,CREB1,1
IL6,CREB1,1
INS,CREB1,1
JUN,CREB1,-1
MITF,CREB1,1
MSMB,CREB1,1
MUC4,CREB1,1
MUC5AC,CREB1,1
NF1,CREB1,1
NOLC1,CREB1,1
NPY,CREB1,1
NR4A2,CREB1,1
NR4A3,CREB1,1
NTS,CREB1,1
ODC1,CREB1,1
PCK1,CREB1,1
PCK2,CREB1,1
PCSK1,CREB1,1
PDYN,CREB1,1
PLAT,CREB1,-1
POLD2,CREB1,1
PPP2CA,CREB1,1
PSEN1,CREB1,1
PTGS2,CREB1,1
RARB,CREB1,1
REN,CREB1,1
RRM2B,CREB1,1
SLC19A1,CREB1,1
SLC20A1,CREB1,1
SPRY2,CREB1,1
STAR,CREB1,1
TG,CREB1,1
TH,CREB1,1
TRH,CREB1,1
UCP1,CREB1,1
UGT8,CREB1,1
UXT,CREB1,1
VEGFA,CREB1,1
VIP,CREB1,1
HM13,CREB3,1
ANO10,CREB3,1
CAP1,CREB3,1
CHCHD6,CREB3,1
DNAJB12,CREB3,1
DTNBP1,CREB3,1
ESYT2,CREB3,1
FAAP20,CREB3,1
GALNT2,CREB3,1
LAMTOR5,CREB3,1
MAD2L1BP,CREB3,1
MTHFR,CREB3,1
NEBL,CREB3,1
PCBP1,CREB3,1
PCNA,CREB3,1
PTTG1IP,CREB3,1
RUNX1,CREB3,1
SRGN,CREB3,1
ST3GAL2,CREB3,1
STAT3,CREB3,1
STON2,CREB3,1
SUB1,CREB3,1
UTP11,CREB3,1
SLC1A4,CREB3L1,-1
VEGFA,CREB3L1,1
ARHGEF1,CREB3L1,1
ARID1A,CREB3L1,1
ASPH,CREB3L1,1
BCAR1,CREB3L1,1
CERCAM,CREB3L1,1
FNDC3B,CREB3L1,1
HMGB1,CREB3L1,1
KCNK1,CREB3L1,1
MAD2L1BP,CREB3L1,1
MTDH,CREB3L1,1
NRSN2,CREB3L1,1
PARVB,CREB3L1,1
PLEC,CREB3L1,1
RUNX1,CREB3L1,1
SERPINH1,CREB3L1,1
STAR,CREB3L1,1
STARD10,CREB3L1,1
TXNDC5,CREB3L1,1
UBC,CREB3L1,1
POU1F1,CREB5,1
ATP6V0E1,CREB5,1
BDNF,CREB5,1
CFB,CREB5,1
CXCL8,CREB5,1
DGKG,CREB5,1
LGALS3BP,CREB5,-1
LY96,CREB5,-1
MAPKAPK3,CREB5,1
MX1,CREB5,1
PTGER4,CREB5,1
RASGRP3,CREB5,-1
RDX,CREB5,-1
STAT1,CREB5,-1
TGFBR3,CREB5,1
TNFRSF11B,CREB5,-1
VEGFC,CREB5,1
ZNF516,CREB5,1
CCNA2,CREM,-1
CD247,CREM,-1
DUSP1,CREM,-1
FOS,CREM,-1
IL2,CREM,-1
CD86,CREM,1
GPCPD1,CREM,1
PDE4A,CREM,1
ARID1A,CREM,1
ARID5B,CREM,1
ATF3,CREM,1
CMIP,CREM,1
CREB3L2,CREM,1
CREB5,CREM,1
ERN1,CREM,1
ESYT2,CREM,1
FOXP1,CREM,1
FSCN1,CREM,1
GADD45A,CREM,1
GATA2,CREM,1
HDAC4,CREM,1
HIVEP2,CREM,1
KDM4C,CREM,1
LIMS1,CREM,1
LITAF,CREM,1
LPCAT1,CREM,1
MSI2,CREM,1
NAV2,CREM,1
NFATC1,CREM,1
NR4A2,CREM,1
PDE4B,CREM,1
PLCL2,CREM,1
PRKCE,CREM,1
PRKCZ,CREM,1
PTMA,CREM,1
PTP4A2,CREM,1
PTPRS,CREM,1
PTPRU,CREM,1
RARA,CREM,1
RREB1,CREM,1
SH2B3,CREM,1
SH3BP5,CREM,1
SLC25A25,CREM,1
SND1,CREM,1
ST7,CREM,1
SUB1,CREM,1
TGIF1,CREM,1
THADA,CREM,1
TRIM69,CREM,1
UBE2H,CREM,1
USP9X,CREM,1
ZDHHC14,CREM,1
ABCA2,CTCF,1
ACTR3,CTCF,-1
ACVR1C,CTCF,1
AHCYL1,CTCF,1
AKT1,CTCF,-1
ALDH1A3,CTCF,-1
ANG,CTCF,1
ANKRD46,CTCF,1
APP,CTCF,1
ARL2,CTCF,-1
ASAP2,CTCF,1
ATN1,CTCF,1
ATXN7,CTCF,1
B4GALNT1,CTCF,1
BATF2,CTCF,1
BBC3,CTCF,1
BCL2L14,CTCF,-1
BCL6,CTCF,-1
BICD2,CTCF,1
C17orf85,CTCF,1
C1R,CTCF,1
CCL16,CTCF,1
CCND1,CTCF,1
CD80,CTCF,1
CDKN2A,CTCF,1
CELSR3,CTCF,1
CEP135,CTCF,1
CFTR,CTCF,1
CHRNA6,CTCF,1
CIDEB,CTCF,1
COL27A1,CTCF,1
COMMD2,CTCF,-1
CSF2,CTCF,1
DEFB123,CTCF,1
DIP2B,CTCF,1
DMKN,CTCF,1
DMPK,CTCF,1
EPHB1,CTCF,1
EPX,CTCF,1
ESRP2,CTCF,-1
ETNK2,CTCF,1
FBXO7,CTCF,1
GALNT6,CTCF,1
GALT,CTCF,1
GAS7,CTCF,1
GPR156,CTCF,-1
GRIN3A,CTCF,1
H19,CTCF,1
HEBP2,CTCF,1
HMCN1,CTCF,1
HS1BP3,CTCF,1
HSPA5,CTCF,1
IGF2,CTCF,1
IL19,CTCF,1
IPO13,CTCF,1
IRAK2,CTCF,1
KSR1,CTCF,1
LPIN3,CTCF,1
LRRC59,CTCF,1
MB,CTCF,1
MCM10,CTCF,1
MEG3,CTCF,1
MMP10,CTCF,-1
MRPL17,CTCF,1
MYC,CTCF,-1
MYD88,CTCF,1
NBN,CTCF,1
NES,CTCF,1
NF1,CTCF,1
NFE2L2,CTCF,1
NPC1,CTCF,-1
PAGE4,CTCF,-1
PBXIP1,CTCF,1
PLXNB3,CTCF,1
PMPCB,CTCF,1
POMT2,CTCF,1
POU1F1,CTCF,1
PPARD,CTCF,1
PPP2R4,CTCF,1
PPRC1,CTCF,1
PRSS35,CTCF,1
PTPRG,CTCF,1
RAD21,CTCF,1
RARRES1,CTCF,1
RBL2,CTCF,1
RBM39,CTCF,-1
RBMS3,CTCF,-1
RPL39L,CTCF,1
RPP30,CTCF,1
S100Z,CTCF,-1
SIX5,CTCF,1
SLC6A4,CTCF,1
STAB2,CTCF,-1
TBC1D14,CTCF,1
TERT,CTCF,-1
TMBIM6,CTCF,1
TNFRSF18,CTCF,-1
TRAPPC6A,CTCF,1
TRO,CTCF,-1
TSFM,CTCF,1
TSPAN16,CTCF,1
TYSND1,CTCF,1
WT1,CTCF,1
ZNF20,CTCF,1
ZNF462,CTCF,-1
ZNF613,CTCF,1
ZNF763,CTCF,-1
ZNF804B,CTCF,1
ZNHIT2,CTCF,-1
ACTB,CTCFL,1
ADGRB2,CTCFL,1
ADSSL1,CTCFL,1
ANKS6,CTCFL,1
ATG16L2,CTCFL,1
CABIN1,CTCFL,1
CACNA1H,CTCFL,1
CBX4,CTCFL,1
CBX8,CTCFL,1
CDH24,CTCFL,1
CHD5,CTCFL,1
COL13A1,CTCFL,1
COL27A1,CTCFL,1
CRIP2,CTCFL,1
CSK,CTCFL,1
CTBP1,CTCFL,1
DGKZ,CTCFL,1
DIAPH1,CTCFL,1
EXD3,CTCFL,1
FAM212B,CTCFL,1
FIBCD1,CTCFL,1
FLT3LG,CTCFL,1
GAD1,CTCFL,1
GBX1,CTCFL,1
GNAI2,CTCFL,1
IGDCC4,CTCFL,1
JAG2,CTCFL,1
KCNIP3,CTCFL,1
KCNT1,CTCFL,1
KIAA1522,CTCFL,1
LZTS2,CTCFL,1
MAPK8IP3,CTCFL,1
MAST1,CTCFL,1
MIB1,CTCFL,1
NDUFA4L2,CTCFL,1
NELFA,CTCFL,1
NFE2L2,CTCFL,1
NRARP,CTCFL,1
NRXN2,CTCFL,1
PIEZO1,CTCFL,1
PIM1,CTCFL,1
PLEKHG5,CTCFL,1
PPM1F,CTCFL,1
PURA,CTCFL,1
PXN,CTCFL,1
RADIL,CTCFL,1
ROR2,CTCFL,1
SPEG,CTCFL,1
SVIL,CTCFL,1
TBC1D14,CTCFL,1
ZBTB7A,CTCFL,1
ZMIZ1,CTCFL,1
ZNF398,CTCFL,1
ZNF423,CTCFL,1
ECT2,CUX1,-1
RACGAP1,CUX1,-1
EEF2,CUX1,1
FTO,CUX1,1
AHCY,CUX1,1
AHI1,CUX1,1
ALOXE3,CUX1,1
APOB,CUX1,1
ARID5B,CUX1,1
AXIN2,CUX1,1
CLEC16A,CUX1,1
CR2,CUX1,1
DAAM1,CUX1,1
DEPDC1B,CUX1,1
ETV4,CUX1,1
GMDS,CUX1,1
HSPD1,CUX1,1
ITGB4,CUX1,1
ITGB5,CUX1,1
JADE1,CUX1,1
KIAA1217,CUX1,1
KIFC3,CUX1,1
MACF1,CUX1,1
MED15,CUX1,1
MYADM,CUX1,1
NFIC,CUX1,1
PIM1,CUX1,1
PREX1,CUX1,1
PUF60,CUX1,1
RBCK1,CUX1,1
SEPT9,CUX1,1
SLC16A3,CUX1,1
SLC30A10,CUX1,1
SPTBN1,CUX1,1
SQSTM1,CUX1,1
SRCIN1,CUX1,1
TBC1D1,CUX1,1
TBC1D5,CUX1,1
TEX2,CUX1,1
UBAC1,CUX1,1
ZFAND3,CUX1,1
ASNS,DDIT3,-1
TNFRSF10B,DDIT3,1
TRIB3,DDIT3,1
ANKRD1,DDIT3,-1
ATF2,DDIT3,-1
ATF5,DDIT3,-1
ATG5,DDIT3,1
CDK2,DDIT3,1
CEBPA,DDIT3,-1
CXCL8,DDIT3,1
GIT1,DDIT3,1
IL6,DDIT3,1
IL8,DDIT3,1
MAP1LC3B,DDIT3,1
MCL1,DDIT3,1
NOS3,DDIT3,-1
RTN3,DDIT3,1
SIRT1,DDIT3,-1
SIRT2,DDIT3,-1
SLC38A2,DDIT3,1
TF,DDIT3,1
VEGFA,DDIT3,1
ANKRD9,DEAF1,1
DLG4,DEAF1,1
FBXL19,DEAF1,1
GPR137,DEAF1,1
IRF2BP1,DEAF1,1
PTRHD1,DEAF1,1
RAC3,DEAF1,1
TMEM80,DEAF1,1
7SK.1,DEAF1,1
AAK1,DEAF1,1
AC006486.10,DEAF1,1
AC007192.4,DEAF1,1
AC074391.1,DEAF1,1
AC084082.3,DEAF1,1
AC096574.4,DEAF1,1
AC144831.1,DEAF1,1
ACTR1A,DEAF1,1
ALOXE3,DEAF1,1
APOLD1,DEAF1,1
ARHGAP17,DEAF1,1
ARID1A,DEAF1,1
ARL15,DEAF1,1
ATG4B,DEAF1,1
ATP5J2,DEAF1,1
BCAT2,DEAF1,1
BRSK1,DEAF1,1
C17ORF67,DEAF1,1
C19ORF81,DEAF1,1
C1QTNF6,DEAF1,1
CAMTA1,DEAF1,1
CAND1,DEAF1,1
CCT7,DEAF1,1
CENPBD1P1,DEAF1,1
CENPO,DEAF1,1
CITED2,DEAF1,1
CNOT1,DEAF1,1
CREB1,DEAF1,1
CRYZL1,DEAF1,1
CTC,DEAF1,1
DAZAP2,DEAF1,1
DCAF11,DEAF1,1
DPP9,DEAF1,1
EGR2,DEAF1,1
EIF4G3,DEAF1,1
ENSA,DEAF1,1
EXTL3,DEAF1,1
FAF2,DEAF1,1
FAM117A,DEAF1,1
FAM168A,DEAF1,1
